5012831482
5339715168,1,3,-0.9520203,1.6346009,7.270082
5339715178,1,3,-1.1460168,1.0286609,7.1898484
5339715188,1,3,-1.4166541,0.46343628,7.198231
5339715198,1,3,-1.775907,-0.04670288,6.8964586
5339715208,1,3,-2.0824695,-0.9412427,6.1611876
5339715218,1,3,-2.1974304,-2.3315516,5.9216857
5339715228,1,3,-2.0597167,-3.4428406,5.7839723
5339715238,1,3,-1.6118481,-4.538562,5.52531
5339715248,1,3,-0.6143225,-5.3528686,5.2678456
5339715258,1,3,0.3293152,-6.065387,5.1480947
5339715268,1,3,0.9196875,-6.998247,4.829557
5339715278,1,3,1.1747571,-7.6640625,4.252357
5339715288,1,3,0.9089099,-8.310718,3.0835876
5339715298,1,3,1.1484119,-8.119116,1.6106507
5339715308,1,3,1.1615845,-8.02571,-0.6274951
5339715318,1,3,1.3424084,-8.322693,-2.645299
5339715328,1,3,1.663341,-8.966953,-3.8272412
5339715338,1,3,2.081272,-10.256671,-4.429589
5339715348,1,3,2.7099645,-11.06978,-4.2799
5339715358,1,3,3.2895594,-11.703263,-3.612887
5339715368,1,3,3.7458105,-12.067306,-3.2452514
5339715378,1,3,4.267925,-11.96432,-3.67396
5339715388,1,3,4.5134144,-12.102034,-4.4667115
5339715398,1,3,4.8080015,-11.867322,-4.9552956
5339715408,1,3,5.2810183,-11.293715,-5.9276733
5339715418,1,3,5.4582496,-11.128458,-6.8317933
5339715428,1,3,4.7888417,-10.172846,-6.2641735
5339715438,1,3,3.8966968,-9.196875,-5.8785753
5339715448,1,3,4.0487804,-8.469987,-5.84265
5339715458,1,3,5.2822156,-7.8101587,-6.1132874
5339715468,1,3,6.157595,-6.622229,-6.292914
5339715478,1,3,6.177953,-5.82828,-6.798263
5339715488,1,3,5.967191,-5.598358,-6.922804
5339715497,1,3,5.9444385,-5.9037232,-6.983877
5339715507,1,3,5.964796,-6.1037073,-6.270161
5339715517,1,3,5.948031,-6.098917,-5.2283278
5339715527,1,3,5.7863674,-5.716912,-4.8008165
5339715537,1,3,6.1324477,-5.4414845,-4.9624805
5339715547,1,3,6.388715,-4.6738806,-5.483397
5339715557,1,3,6.4090724,-4.0894957,-5.999524
5339715567,1,3,6.6162415,-4.1685314,-5.9612036
5339715577,1,3,7.0078273,-4.461921,-5.3624487
5339715587,1,3,7.174281,-4.9229627,-5.20318
5339715597,1,3,7.5359287,-4.7373486,-5.1193542
5339715607,1,3,7.052135,-4.198469,-5.5851855
5339715617,1,3,6.507268,-3.382965,-6.316864
5339715627,1,3,6.7060547,-3.4823585,-6.6114516
5339715637,1,3,6.6377964,-3.551814,-7.0245924
