5013015847
5339913786,1,3,-3.6631823,2.3602917,8.186176
5339913796,1,3,-3.5601966,1.8776953,8.243657
5339913806,1,3,-3.3362622,1.6298108,7.692803
5339913816,1,3,-3.1111305,1.7088464,7.4724607
5339913826,1,3,-2.9961693,1.5795153,7.03058
5339913836,1,3,-3.0344896,1.4813195,6.7455726
5339913846,1,3,-3.2404613,1.0382409,6.7060547
5339913856,1,3,-3.4164953,0.7089258,6.556366
5339913866,1,3,-3.2177088,0.19399658,6.3671594
5339913875,1,3,-3.0728102,-0.5508545,6.227051
5339913885,1,3,-2.5997937,-1.4537768,6.1911254
5339913895,1,3,-1.8848804,-2.0992346,5.691764
5339913905,1,3,-1.0789562,-2.982997,5.2307224
5339913915,1,3,-0.5029541,-3.66917,4.7325587
5339913925,1,3,-0.16405883,-4.5780797,4.2954674
5339913935,1,3,0.14010864,-5.2726355,3.6080968
5339913945,1,3,0.19998413,-6.0881395,3.1925611
5339913955,1,3,0.48139894,-6.9048414,2.7339149
5339913965,1,3,0.6933582,-7.7838135,2.2884412
5339913975,1,3,1.3867164,-8.309521,2.1459374
5339913985,1,3,1.9040406,-8.685538,1.5208374
5339913995,1,3,2.0621119,-8.92025,0.08741821
5339914005,1,3,2.3770568,-9.248368,-1.5208374
5339914015,1,3,2.7901978,-9.7884445,-2.7027795
5339914025,1,3,3.1003528,-10.873388,-2.809358
5339914035,1,3,3.509901,-11.765533,-2.0944445
5339914045,1,3,4.0835085,-12.264895,-1.3471985
5339914055,1,3,4.2930727,-12.410992,-1.6872913
5339914065,1,3,4.348158,-12.231365,-2.7722352
5339914075,1,3,4.6199927,-12.024196,-3.7793407
5339914085,1,3,4.5708947,-11.492501,-4.3780956
5339914095,1,3,4.120631,-10.835069,-4.6906457
5339914105,1,3,3.911067,-10.140512,-4.848717
5339914115,1,3,4.315825,-9.360934,-5.351671
5339914125,1,3,4.7110033,-8.97294,-5.7755895
5339914135,1,3,5.1145644,-8.437654,-5.7827744
5339914145,1,3,5.052294,-8.078401,-5.701344
5339914155,1,3,5.1193542,-8.019723,-5.574408
5339914165,1,3,5.239105,-7.8951817,-5.1133666
5339914175,1,3,5.5312977,-8.067623,-5.0726514
5339914185,1,3,5.9492283,-8.198152,-4.981641
5339914195,1,3,6.1276574,-7.9718227,-4.998406
5339914205,1,3,6.060597,-7.387438,-5.691764
5339914215,1,3,5.5444703,-6.8808913,-5.742059
5339914225,1,3,5.18881,-6.763535,-5.483397
5339914235,1,3,5.3133507,-7.0904555,-4.9672704
5339914245,1,3,5.8151073,-7.359895,-4.719386
5339914255,1,3,6.1516075,-7.4054003,-4.5301795
5339914265,1,3,6.1767554,-7.03537,-4.700226
5339914274,1,3,5.884563,-6.4893055,-5.3624487
5339914284,1,3,5.623506,-6.239026,-5.769602
5339914294,1,3,5.649851,-6.013894,-6.046227
5339914304,1,3,5.6510487,-5.8977356,-6.363567
5339914314,1,3,5.4738173,-5.965994,-6.3815293
5339914324,1,3,5.140909,-6.253396,-6.0426345
5339914334,1,3,5.0558863,-6.2354336,-5.762417
5339914344,1,3,4.863087,-5.7540345,-5.938451
5339914354,1,3,5.0067883,-5.0678616,-6.258186
5339914364,1,3,5.157675,-3.942202,-7.260502
5339914374,1,3,4.150569,-3.258424,-6.7120423
5339914384,1,3,4.106261,-3.617677,-6.6306114
5339914394,1,3,4.501439,-3.9481897,-5.982759
5339914404,1,3,4.6092153,-4.0882983,-6.4246397
5339914414,1,3,4.5637097,-4.4643164,-6.5156507
5339914424,1,3,4.6032276,-5.0738487,-6.0833497
5339914434,1,3,4.484674,-5.0798364,-5.53968
5339914444,1,3,4.1829014,-5.0918117,-5.588778
5339914454,1,3,4.331393,-5.0630713,-6.0881395
5339914464,1,3,4.470304,-5.2187476,-6.7503624
5339914474,1,3,4.5768824,-5.7049365,-7.108418
5339914484,1,3,4.949308,-6.0641894,-7.2832546
5339914494,1,3,4.940925,-5.4534593,-7.308402
5339914504,1,3,4.884642,-4.58766,-7.7670484
5339914514,1,3,5.090614,-4.2343946,-8.00655
5339914524,1,3,5.4247193,-4.4966493,-7.9514647
5339914534,1,3,5.7121215,-5.0498986,-7.5107813
5339914544,1,3,5.8737855,-5.4438796,-7.1539235
5339914554,1,3,5.8486376,-5.6953564,-6.9060388
5339914564,1,3,5.597161,-6.109695,-6.7850904
5339914574,1,3,5.647456,-6.284531,-6.709647
5339914584,1,3,5.7588243,-6.4653554,-6.508466
5339914594,1,3,5.8881555,-6.4078746,-6.4988856
5339914604,1,3,6.1049047,-6.133645,-6.779103
5339914614,1,3,6.035449,-5.5708156,-6.8677187
5339914624,1,3,5.845045,-5.583988,-7.021
5339914633,1,3,5.4905825,-5.8833656,-6.7455726
5339914643,1,3,5.6103334,-6.2378283,-6.7407823
5339914653,1,3,5.645061,-6.377937,-7.026987
5339914663,1,3,5.6270986,-6.260581,-7.1215906
5339914673,1,3,5.4438796,-6.1037073,-6.8473606
5339914691,1,3,5.254673,-6.0833497,-6.6210313
5339914701,1,3,5.2019825,-5.987549,-6.5300207
5339914711,1,3,5.0666637,-5.8558226,-6.4006896
5339914721,1,3,5.1768346,-5.7767873,-6.558761
5339914731,1,3,5.3049684,-5.6318884,-6.6497717
5339914741,1,3,5.4067564,-5.3049684,-6.890471
5339914751,1,3,5.2965856,-4.364923,-7.2904396
5339914761,1,3,4.9744554,-3.9589672,-7.7586656
5339914771,1,3,4.7529163,-4.6643004,-7.486831
5339914781,1,3,4.7672863,-5.892946,-6.7611403
5339914791,1,3,4.9109874,-6.793473,-5.9133034
5339914801,1,3,5.210365,-7.139553,-5.5528526
5339914811,1,3,5.4582496,-6.5767236,-6.029462
5339914821,1,3,5.4821997,-5.412744,-6.771918
5339914831,1,3,5.4091516,-4.843927,-7.489226
5339914841,1,3,5.339696,-4.7062135,-7.580237
5339914851,1,3,5.2319202,-5.292993,-7.425758
5339914861,1,3,5.4247193,-5.8318725,-7.0245924
5339914871,1,3,5.364844,-6.2007055,-6.730005
